Year,Software Version,Patient County,PQI Number,PQI Name,"Observed Rate Per 100,000 People","Expected Rate Per 100,000 People"
2013,4.5,Delaware,PQI_01,Diabetes Short-Term Complications,23.68,45.21
2013,4.5,Delaware,PQI_03,Diabetes Long-Term Complications,65.79,109.33
2013,4.5,Delaware,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,584.66,423.66
2013,4.5,Delaware,PQI_07,Hypertension,28.95,45.3
2013,4.5,Delaware,PQI_08,Heart Failure,360.53,343.2
2013,4.5,Delaware,PQI_10,Dehydration,81.58,112.63
2013,4.5,Delaware,PQI_11,Bacterial Pneumonia,410.53,256.59
2013,4.5,Delaware,PQI_12,Urinary Tract Infection,234.21,163.25
2013,4.5,Delaware,PQI_13,Angina Without Procedure,10.53,17.0
2013,4.5,Delaware,PQI_14,Uncontrolled Diabetes,7.89,13.61
2013,4.5,Delaware,PQI_15,Asthma in Younger Adults,34.82,38.09
2013,4.5,Delaware,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,15.79,14.18
2013,4.5,Delaware,PQI_90,Prevention Quality Overall Composite,1650.0,1420.95
2013,4.5,Delaware,PQI_91,Prevention Quality Acute Composite,726.32,532.47
2013,4.5,Delaware,PQI_92,Prevention Quality Chronic Composite,923.68,888.5
2013,4.5,Delaware,PQI_96,Prevention Quality All Diabetes Composite,105.26,175.95
2013,4.5,Delaware,PQI_97,Prevention Quality All Circulatory Composite,400.0,405.5
2013,4.5,Delaware,PQI_98,Prevention Quality All Respiratory Composite,418.42,307.09
2013,4.5,Dutchess,PQI_01,Diabetes Short-Term Complications,42.13,57.13
2013,4.5,Dutchess,PQI_03,Diabetes Long-Term Complications,83.41,114.59
2013,4.5,Dutchess,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,408.31,411.43
2013,4.5,Dutchess,PQI_07,Hypertension,23.83,52.53
2013,4.5,Dutchess,PQI_08,Heart Failure,228.53,292.62
2013,4.5,Dutchess,PQI_10,Dehydration,97.88,97.32
2013,4.5,Dutchess,PQI_11,Bacterial Pneumonia,223.42,213.48
2013,4.5,Dutchess,PQI_12,Urinary Tract Infection,124.69,141.04
2013,4.5,Dutchess,PQI_13,Angina Without Procedure,8.51,16.79
2013,4.5,Dutchess,PQI_14,Uncontrolled Diabetes,9.36,16.95
2013,4.5,Dutchess,PQI_15,Asthma in Younger Adults,54.13,55.12
2013,4.5,Dutchess,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,4.26,13.85
2013,4.5,Dutchess,PQI_90,Prevention Quality Overall Composite,1127.73,1295.35
2013,4.5,Dutchess,PQI_91,Prevention Quality Acute Composite,445.99,451.85
2013,4.5,Dutchess,PQI_92,Prevention Quality Chronic Composite,681.75,843.51
2013,4.5,Dutchess,PQI_96,Prevention Quality All Diabetes Composite,137.88,196.23
2013,4.5,Dutchess,PQI_97,Prevention Quality All Circulatory Composite,260.87,361.94
2013,4.5,Dutchess,PQI_98,Prevention Quality All Respiratory Composite,283.0,285.37
2013,4.5,Erie,PQI_01,Diabetes Short-Term Complications,77.5,57.97
2013,4.5,Erie,PQI_03,Diabetes Long-Term Complications,100.02,120.36
2013,4.5,Erie,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,340.37,447.91
2013,4.5,Erie,PQI_07,Hypertension,32.46,58.14
2013,4.5,Erie,PQI_08,Heart Failure,331.54,342.67
2013,4.5,Erie,PQI_10,Dehydration,101.95,109.65
2013,4.5,Erie,PQI_11,Bacterial Pneumonia,180.0,239.26
2013,4.5,Erie,PQI_12,Urinary Tract Infection,92.69,164.31
2013,4.5,Erie,PQI_13,Angina Without Procedure,17.96,17.49
2013,4.5,Erie,PQI_14,Uncontrolled Diabetes,12.16,17.8
2013,4.5,Erie,PQI_15,Asthma in Younger Adults,27.43,55.24
2013,4.5,Erie,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,14.09,14.56
2013,4.5,Erie,PQI_90,Prevention Quality Overall Composite,1181.82,1443.2
2013,4.5,Erie,PQI_91,Prevention Quality Acute Composite,374.64,513.22
2013,4.5,Erie,PQI_92,Prevention Quality Chronic Composite,807.17,930.0
2013,4.5,Erie,PQI_96,Prevention Quality All Diabetes Composite,196.72,204.2
2013,4.5,Erie,PQI_97,Prevention Quality All Circulatory Composite,381.97,418.3
2013,4.5,Erie,PQI_98,Prevention Quality All Respiratory Composite,228.49,307.52
2013,4.5,Essex,PQI_01,Diabetes Short-Term Complications,34.81,47.7
2013,4.5,Essex,PQI_03,Diabetes Long-Term Complications,82.27,108.16
2013,4.5,Essex,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,274.31,410.89
2013,4.5,Essex,PQI_07,Hypertension,18.98,46.22
2013,4.5,Essex,PQI_08,Heart Failure,278.45,331.34
2013,4.5,Essex,PQI_10,Dehydration,56.95,109.99
2013,4.5,Essex,PQI_11,Bacterial Pneumonia,262.62,249.73
2013,4.5,Essex,PQI_12,Urinary Tract Infection,79.1,158.92
2013,4.5,Essex,PQI_13,Angina Without Procedure,3.16,16.84
2013,4.5,Essex,PQI_14,Uncontrolled Diabetes,3.16,13.81
2013,4.5,Essex,PQI_15,Asthma in Younger Adults,10.28,41.61
2013,4.5,Essex,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,22.15,13.58
2013,4.5,Essex,PQI_90,Prevention Quality Overall Composite,1018.86,1387.29
2013,4.5,Essex,PQI_91,Prevention Quality Acute Composite,398.68,518.64
2013,4.5,Essex,PQI_92,Prevention Quality Chronic Composite,620.17,868.68
2013,4.5,Essex,PQI_96,Prevention Quality All Diabetes Composite,126.57,177.12
2013,4.5,Essex,PQI_97,Prevention Quality All Circulatory Composite,300.59,394.4
2013,4.5,Essex,PQI_98,Prevention Quality All Respiratory Composite,193.01,297.19
2013,4.5,Franklin,PQI_01,Diabetes Short-Term Complications,29.29,71.44
2013,4.5,Franklin,PQI_03,Diabetes Long-Term Complications,31.73,150.28
2013,4.5,Franklin,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,170.53,530.3
2013,4.5,Franklin,PQI_07,Hypertension,9.76,72.59
2013,4.5,Franklin,PQI_08,Heart Failure,175.73,363.68
2013,4.5,Franklin,PQI_10,Dehydration,51.25,122.94
2013,4.5,Franklin,PQI_11,Bacterial Pneumonia,131.8,269.2
2013,4.5,Franklin,PQI_12,Urinary Tract Infection,75.66,176.12
2013,4.5,Franklin,PQI_13,Angina Without Procedure,14.64,22.01
2013,4.5,Franklin,PQI_14,Uncontrolled Diabetes,4.88,22.66
2013,4.5,Franklin,PQI_15,Asthma in Younger Adults,6.35,65.23
2013,4.5,Franklin,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,4.88,17.36
2013,4.5,Franklin,PQI_90,Prevention Quality Overall Composite,637.02,1631.5
2013,4.5,Franklin,PQI_91,Prevention Quality Acute Composite,258.71,568.27
2013,4.5,Franklin,PQI_92,Prevention Quality Chronic Composite,378.31,1063.29
2013,4.5,Franklin,PQI_96,Prevention Quality All Diabetes Composite,70.78,253.57
2013,4.5,Franklin,PQI_97,Prevention Quality All Circulatory Composite,200.14,458.28
2013,4.5,Franklin,PQI_98,Prevention Quality All Respiratory Composite,107.39,351.46
2013,4.5,Fulton,PQI_01,Diabetes Short-Term Complications,104.86,45.89
2013,4.5,Fulton,PQI_03,Diabetes Long-Term Complications,107.19,99.7
2013,4.5,Fulton,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,650.52,393.28
2013,4.5,Fulton,PQI_07,Hypertension,44.27,42.49
2013,4.5,Fulton,PQI_08,Heart Failure,438.09,309.4
2013,4.5,Fulton,PQI_10,Dehydration,144.47,104.09
2013,4.5,Fulton,PQI_11,Bacterial Pneumonia,482.36,234.93
2013,4.5,Fulton,PQI_12,Urinary Tract Infection,207.39,153.26
2013,4.5,Fulton,PQI_13,Angina Without Procedure,23.3,15.85
2013,4.5,Fulton,PQI_14,Uncontrolled Diabetes,11.65,12.61
2013,4.5,Fulton,PQI_15,Asthma in Younger Adults,71.36,38.77
2013,4.5,Fulton,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,6.99,12.57
2013,4.5,Fulton,PQI_90,Prevention Quality Overall Composite,2029.64,1302.6
2013,4.5,Fulton,PQI_91,Prevention Quality Acute Composite,834.23,492.28
2013,4.5,Fulton,PQI_92,Prevention Quality Chronic Composite,1195.41,810.33
2013,4.5,Fulton,PQI_96,Prevention Quality All Diabetes Composite,228.36,165.1
2013,4.5,Fulton,PQI_97,Prevention Quality All Circulatory Composite,505.66,367.74
2013,4.5,Fulton,PQI_98,Prevention Quality All Respiratory Composite,461.39,277.51
2013,4.5,Genesee,PQI_01,Diabetes Short-Term Complications,65.94,49.87
2013,4.5,Genesee,PQI_03,Diabetes Long-Term Complications,80.83,108.13
2013,4.5,Genesee,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,335.26,415.83
2013,4.5,Genesee,PQI_08,Heart Failure,427.53,328.24
2013,4.5,Genesee,PQI_10,Dehydration,108.48,109.78
2013,4.5,Genesee,PQI_11,Bacterial Pneumonia,276.51,244.97
2013,4.5,Genesee,PQI_12,Urinary Tract Infection,146.76,163.28
2013,4.5,Genesee,PQI_13,Angina Without Procedure,27.65,17.0
2013,4.5,Genesee,PQI_14,Uncontrolled Diabetes,4.25,14.32
2013,4.5,Genesee,PQI_15,Asthma in Younger Adults,31.86,44.55
2013,4.5,Genesee,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,17.02,13.46
2013,4.5,Genesee,PQI_90,Prevention Quality Overall Composite,1401.71,1383.35
2013,4.5,Genesee,PQI_91,Prevention Quality Acute Composite,531.76,518.03
2013,4.5,Genesee,PQI_92,Prevention Quality Chronic Composite,869.95,865.35
2013,4.5,Genesee,PQI_96,Prevention Quality All Diabetes Composite,157.4,179.69
2013,4.5,Genesee,PQI_97,Prevention Quality All Circulatory Composite,478.58,393.8
2013,4.5,Genesee,PQI_98,Prevention Quality All Respiratory Composite,233.97,291.88
2013,4.5,Greene,PQI_01,Diabetes Short-Term Complications,32.85,50.86
2013,4.5,Greene,PQI_03,Diabetes Long-Term Complications,80.87,110.37
2013,4.5,Greene,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,445.11,406.33
2013,4.5,Greene,PQI_07,Hypertension,40.44,47.01
2013,4.5,Greene,PQI_08,Heart Failure,285.58,315.66
2013,4.5,Greene,PQI_10,Dehydration,108.67,105.66
2013,4.5,Greene,PQI_11,Bacterial Pneumonia,240.09,236.87
2013,4.5,Greene,PQI_12,Urinary Tract Infection,159.22,148.73
2013,4.5,Greene,PQI_13,Angina Without Procedure,5.05,16.85
2013,4.5,Greene,PQI_14,Uncontrolled Diabetes,7.58,14.66
2013,4.5,Greene,PQI_15,Asthma in Younger Adults,40.37,48.33
2013,4.5,Greene,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,12.64,13.99
2013,4.5,Greene,PQI_90,Prevention Quality Overall Composite,1288.92,1348.58
2013,4.5,Greene,PQI_91,Prevention Quality Acute Composite,507.99,491.26
2013,4.5,Greene,PQI_92,Prevention Quality Chronic Composite,780.93,857.33
2013,4.5,Greene,PQI_96,Prevention Quality All Diabetes Composite,131.42,183.56
2013,4.5,Greene,PQI_97,Prevention Quality All Circulatory Composite,331.08,379.52
2013,4.5,Greene,PQI_98,Prevention Quality All Respiratory Composite,318.44,294.28
2013,4.5,Hamilton,PQI_01,Diabetes Short-Term Complications,100.3,42.95
2013,4.5,Hamilton,PQI_03,Diabetes Long-Term Complications,75.23,127.58
2013,4.5,Hamilton,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,189.87,439.23
2013,4.5,Hamilton,PQI_07,Hypertension,25.08,52.25
2013,4.5,Hamilton,PQI_08,Heart Failure,250.75,396.3
2013,4.5,Hamilton,PQI_10,Dehydration,75.23,128.6
2013,4.5,Hamilton,PQI_11,Bacterial Pneumonia,275.83,295.29
2013,4.5,Hamilton,PQI_12,Urinary Tract Infection,25.08,179.97
2013,4.5,Hamilton,PQI_13,Angina Without Procedure,25.08,19.52
2013,4.5,Hamilton,PQI_14,Uncontrolled Diabetes,0.0,15.39
2013,4.5,Hamilton,PQI_15,Asthma in Younger Adults,0.0,39.18
2013,4.5,Hamilton,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,25.08,16.86
2013,4.5,Hamilton,PQI_90,Prevention Quality Overall Composite,1003.01,1623.32
2013,4.5,Hamilton,PQI_91,Prevention Quality Acute Composite,376.13,603.86
2013,4.5,Hamilton,PQI_92,Prevention Quality Chronic Composite,626.88,1019.51
2013,4.5,Hamilton,PQI_96,Prevention Quality All Diabetes Composite,175.53,195.3
2013,4.5,Hamilton,PQI_97,Prevention Quality All Circulatory Composite,300.9,468.07
2013,4.5,Hamilton,PQI_98,Prevention Quality All Respiratory Composite,150.45,356.17
2013,4.5,Herkimer,PQI_01,Diabetes Short-Term Complications,42.03,44.08
2013,4.5,Herkimer,PQI_03,Diabetes Long-Term Complications,126.08,97.68
2013,4.5,Herkimer,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,540.06,398.52
2013,4.5,Herkimer,PQI_07,Hypertension,24.01,41.42
2013,4.5,Herkimer,PQI_08,Heart Failure,424.26,323.19
2013,4.5,Herkimer,PQI_10,Dehydration,142.09,107.27
2013,4.5,Herkimer,PQI_11,Bacterial Pneumonia,370.23,243.26
2013,4.5,Herkimer,PQI_12,Urinary Tract Infection,156.1,160.2
2013,4.5,Herkimer,PQI_13,Angina Without Procedure,8.0,15.67
2013,4.5,Herkimer,PQI_14,Uncontrolled Diabetes,6.0,12.09
2013,4.5,Herkimer,PQI_15,Asthma in Younger Adults,30.73,37.21
2013,4.5,Herkimer,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,14.01,12.51
2013,4.5,Herkimer,PQI_90,Prevention Quality Overall Composite,1679.04,1332.63
2013,4.5,Herkimer,PQI_91,Prevention Quality Acute Composite,668.41,510.74
2013,4.5,Herkimer,PQI_92,Prevention Quality Chronic Composite,1010.63,821.91
2013,4.5,Herkimer,PQI_96,Prevention Quality All Diabetes Composite,180.11,160.77
2013,4.5,Herkimer,PQI_97,Prevention Quality All Circulatory Composite,456.28,380.28
2013,4.5,Herkimer,PQI_98,Prevention Quality All Respiratory Composite,374.23,280.88
2013,4.5,Jefferson,PQI_01,Diabetes Short-Term Complications,77.51,52.46
2013,4.5,Jefferson,PQI_03,Diabetes Long-Term Complications,92.11,86.05
2013,4.5,Jefferson,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,482.52,373.22
2013,4.5,Jefferson,PQI_07,Hypertension,41.56,36.93
2013,4.5,Jefferson,PQI_08,Heart Failure,248.24,231.79
2013,4.5,Jefferson,PQI_10,Dehydration,116.82,83.96
2013,4.5,Jefferson,PQI_11,Bacterial Pneumonia,268.46,183.67
2013,4.5,Jefferson,PQI_12,Urinary Tract Infection,110.08,121.58
2013,4.5,Jefferson,PQI_13,Angina Without Procedure,13.48,13.26
2013,4.5,Jefferson,PQI_14,Uncontrolled Diabetes,14.6,11.9
2013,4.5,Jefferson,PQI_15,Asthma in Younger Adults,20.15,47.62
2013,4.5,Jefferson,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,14.6,10.15
2013,4.5,Jefferson,PQI_90,Prevention Quality Overall Composite,1268.18,1055.08
2013,4.5,Jefferson,PQI_91,Prevention Quality Acute Composite,495.37,389.21
2013,4.5,Jefferson,PQI_92,Prevention Quality Chronic Composite,772.82,665.88
2013,4.5,Jefferson,PQI_96,Prevention Quality All Diabetes Composite,193.2,155.9
2013,4.5,Jefferson,PQI_97,Prevention Quality All Circulatory Composite,303.29,281.98
2013,4.5,Jefferson,PQI_98,Prevention Quality All Respiratory Composite,276.33,228.02
2013,4.5,Kings,PQI_01,Diabetes Short-Term Complications,68.63,80.62
2013,4.5,Kings,PQI_03,Diabetes Long-Term Complications,185.91,160.24
2013,4.5,Kings,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,573.98,547.94
2013,4.5,Kings,PQI_07,Hypertension,91.09,86.7
2013,4.5,Kings,PQI_08,Heart Failure,361.66,334.13
2013,4.5,Kings,PQI_10,Dehydration,95.64,100.23
2013,4.5,Kings,PQI_11,Bacterial Pneumonia,187.9,202.59
2013,4.5,Kings,PQI_12,Urinary Tract Infection,159.97,148.5
2013,4.5,Kings,PQI_13,Angina Without Procedure,19.66,19.87
2013,4.5,Kings,PQI_14,Uncontrolled Diabetes,39.47,28.54
2013,4.5,Kings,PQI_15,Asthma in Younger Adults,76.28,78.38
2013,4.5,Kings,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,18.74,18.08
2013,4.5,Kings,PQI_90,Prevention Quality Overall Composite,1573.99,1511.96
2013,4.5,Kings,PQI_91,Prevention Quality Acute Composite,443.51,451.31
2013,4.5,Kings,PQI_92,Prevention Quality Chronic Composite,1130.48,1060.66
2013,4.5,Kings,PQI_96,Prevention Quality All Diabetes Composite,303.96,279.48
2013,4.5,Kings,PQI_97,Prevention Quality All Circulatory Composite,472.41,440.7
2013,4.5,Kings,PQI_98,Prevention Quality All Respiratory Composite,354.1,340.5
2013,4.5,Lewis,PQI_01,Diabetes Short-Term Complications,0.0,43.32
2013,4.5,Lewis,PQI_03,Diabetes Long-Term Complications,9.78,94.67
2013,4.5,Lewis,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,88.08,378.46
2013,4.5,Lewis,PQI_07,Hypertension,4.89,37.66
2013,4.5,Lewis,PQI_08,Heart Failure,58.7,290.06
2013,4.5,Lewis,PQI_10,Dehydration,63.59,98.74
2013,4.5,Lewis,PQI_11,Bacterial Pneumonia,53.81,223.79
2013,4.5,Lewis,PQI_12,Urinary Tract Infection,14.67,140.95
2013,4.5,Lewis,PQI_13,Angina Without Procedure,9.78,15.14
2013,4.5,Lewis,PQI_14,Uncontrolled Diabetes,0.0,11.62
2013,4.5,Lewis,PQI_15,Asthma in Younger Adults,0.0,35.3
2013,4.5,Lewis,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,4.89,12.06
2013,4.5,Lewis,PQI_90,Prevention Quality Overall Composite,273.93,1226.51
2013,4.5,Lewis,PQI_91,Prevention Quality Acute Composite,132.07,463.47
2013,4.5,Lewis,PQI_92,Prevention Quality Chronic Composite,141.86,763.05
2013,4.5,Lewis,PQI_96,Prevention Quality All Diabetes Composite,9.78,156.22
2013,4.5,Lewis,PQI_97,Prevention Quality All Circulatory Composite,73.37,342.85
2013,4.5,Lewis,PQI_98,Prevention Quality All Respiratory Composite,58.7,264.0
2013,4.5,Livingston,PQI_01,Diabetes Short-Term Complications,75.0,48.16
2013,4.5,Livingston,PQI_03,Diabetes Long-Term Complications,53.85,91.88
2013,4.5,Livingston,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,303.41,376.64
2013,4.5,Livingston,PQI_07,Hypertension,15.38,38.29
2013,4.5,Livingston,PQI_08,Heart Failure,253.84,265.69
2013,4.5,Livingston,PQI_10,Dehydration,90.38,92.56
2013,4.5,Livingston,PQI_11,Bacterial Pneumonia,259.61,205.03
2013,4.5,Livingston,PQI_12,Urinary Tract Infection,111.54,133.14
2013,4.5,Livingston,PQI_13,Angina Without Procedure,7.69,14.42
2013,4.5,Livingston,PQI_14,Uncontrolled Diabetes,11.54,11.93
2013,4.5,Livingston,PQI_15,Asthma in Younger Adults,40.61,37.99
2013,4.5,Livingston,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,11.54,11.51
2013,4.5,Livingston,PQI_90,Prevention Quality Overall Composite,1086.52,1155.69
2013,4.5,Livingston,PQI_91,Prevention Quality Acute Composite,461.53,430.73
2013,4.5,Livingston,PQI_92,Prevention Quality Chronic Composite,624.99,724.97
2013,4.5,Livingston,PQI_96,Prevention Quality All Diabetes Composite,144.23,158.26
2013,4.5,Livingston,PQI_97,Prevention Quality All Circulatory Composite,276.92,318.4
2013,4.5,Livingston,PQI_98,Prevention Quality All Respiratory Composite,203.84,248.33
2013,4.5,Madison,PQI_01,Diabetes Short-Term Complications,39.83,48.38
2013,4.5,Madison,PQI_03,Diabetes Long-Term Complications,71.0,93.74
2013,4.5,Madison,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,483.8,385.24
2013,4.5,Madison,PQI_07,Hypertension,17.32,38.64
2013,4.5,Madison,PQI_08,Heart Failure,252.84,266.66
2013,4.5,Madison,PQI_10,Dehydration,86.59,94.19
2013,4.5,Madison,PQI_11,Bacterial Pneumonia,261.5,208.62
2013,4.5,Madison,PQI_12,Urinary Tract Infection,112.57,135.43
2013,4.5,Madison,PQI_13,Angina Without Procedure,13.85,14.9
2013,4.5,Madison,PQI_14,Uncontrolled Diabetes,12.12,12.11
2013,4.5,Madison,PQI_15,Asthma in Younger Adults,32.76,40.75
2013,4.5,Madison,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,12.12,11.74
2013,4.5,Madison,PQI_90,Prevention Quality Overall Composite,1186.27,1176.78
2013,4.5,Madison,PQI_91,Prevention Quality Acute Composite,460.65,438.23
2013,4.5,Madison,PQI_92,Prevention Quality Chronic Composite,725.62,738.55
2013,4.5,Madison,PQI_96,Prevention Quality All Diabetes Composite,124.69,160.6
2013,4.5,Madison,PQI_97,Prevention Quality All Circulatory Composite,284.01,320.2
2013,4.5,Madison,PQI_98,Prevention Quality All Respiratory Composite,316.92,257.78
2013,4.5,Monroe,PQI_01,Diabetes Short-Term Complications,85.97,59.69
2013,4.5,Monroe,PQI_03,Diabetes Long-Term Complications,98.34,116.6
2013,4.5,Monroe,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,332.91,435.63
2013,4.5,Monroe,PQI_07,Hypertension,33.87,55.82
2013,4.5,Monroe,PQI_08,Heart Failure,395.44,313.85
2013,4.5,Monroe,PQI_10,Dehydration,69.8,101.61
2013,4.5,Monroe,PQI_11,Bacterial Pneumonia,168.49,221.84
2013,4.5,Monroe,PQI_12,Urinary Tract Infection,128.95,151.15
2013,4.5,Monroe,PQI_13,Angina Without Procedure,7.05,16.89
2013,4.5,Monroe,PQI_14,Uncontrolled Diabetes,10.14,17.65
2013,4.5,Monroe,PQI_15,Asthma in Younger Adults,45.46,58.71
2013,4.5,Monroe,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,19.77,13.94
2013,4.5,Monroe,PQI_90,Prevention Quality Overall Composite,1234.3,1355.81
2013,4.5,Monroe,PQI_91,Prevention Quality Acute Composite,367.25,474.61
2013,4.5,Monroe,PQI_92,Prevention Quality Chronic Composite,867.05,881.22
2013,4.5,Monroe,PQI_96,Prevention Quality All Diabetes Composite,206.49,201.61
2013,4.5,Monroe,PQI_97,Prevention Quality All Circulatory Composite,436.36,386.55
2013,4.5,Monroe,PQI_98,Prevention Quality All Respiratory Composite,224.2,293.08
2013,4.5,Montgomery,PQI_01,Diabetes Short-Term Complications,84.01,47.01
2013,4.5,Montgomery,PQI_03,Diabetes Long-Term Complications,68.26,106.44
2013,4.5,Montgomery,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,382.42,426.2
2013,4.5,Montgomery,PQI_07,Hypertension,26.25,47.4
2013,4.5,Montgomery,PQI_08,Heart Failure,588.08,354.82
2013,4.5,Montgomery,PQI_10,Dehydration,136.52,113.36
2013,4.5,Montgomery,PQI_11,Bacterial Pneumonia,357.05,259.16
2013,4.5,Montgomery,PQI_12,Urinary Tract Infection,233.66,177.25
2013,4.5,Montgomery,PQI_13,Angina Without Procedure,7.88,16.56
2013,4.5,Montgomery,PQI_14,Uncontrolled Diabetes,15.75,13.86
2013,4.5,Montgomery,PQI_15,Asthma in Younger Adults,62.87,45.38
2013,4.5,Montgomery,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,7.88,13.19
2013,4.5,Montgomery,PQI_90,Prevention Quality Overall Composite,1801.0,1442.08
2013,4.5,Montgomery,PQI_91,Prevention Quality Acute Composite,727.22,549.77
2013,4.5,Montgomery,PQI_92,Prevention Quality Chronic Composite,1073.77,892.32
2013,4.5,Montgomery,PQI_96,Prevention Quality All Diabetes Composite,175.9,174.58
2013,4.5,Montgomery,PQI_97,Prevention Quality All Circulatory Composite,622.21,418.79
2013,4.5,Montgomery,PQI_98,Prevention Quality All Respiratory Composite,275.66,298.97
2013,4.5,Nassau,PQI_01,Diabetes Short-Term Complications,39.76,56.34
2013,4.5,Nassau,PQI_03,Diabetes Long-Term Complications,125.39,126.79
2013,4.5,Nassau,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,376.35,441.89
2013,4.5,Nassau,PQI_07,Hypertension,70.15,61.4
2013,4.5,Nassau,PQI_08,Heart Failure,334.98,346.98
2013,4.5,Nassau,PQI_10,Dehydration,123.58,108.68
2013,4.5,Nassau,PQI_11,Bacterial Pneumonia,194.2,241.16
2013,4.5,Ontario,PQI_10,Dehydration,91.36,101.98
2013,4.5,Nassau,PQI_12,Urinary Tract Infection,167.92,165.42
2013,4.5,Nassau,PQI_13,Angina Without Procedure,16.25,18.26
2013,4.5,Nassau,PQI_14,Uncontrolled Diabetes,20.36,19.14
2013,4.5,Nassau,PQI_15,Asthma in Younger Adults,45.3,60.1
2013,4.5,Nassau,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,14.34,15.18
2013,4.5,Nassau,PQI_90,Prevention Quality Overall Composite,1368.31,1469.52
2013,4.5,Nassau,PQI_91,Prevention Quality Acute Composite,485.7,515.27
2013,4.5,Nassau,PQI_92,Prevention Quality Chronic Composite,882.61,954.26
2013,4.5,Nassau,PQI_96,Prevention Quality All Diabetes Composite,193.34,210.62
2013,4.5,Nassau,PQI_97,Prevention Quality All Circulatory Composite,421.38,426.64
2013,4.5,Nassau,PQI_98,Prevention Quality All Respiratory Composite,268.08,317.03
2013,4.5,New York,PQI_01,Diabetes Short-Term Complications,54.71,61.21
2013,4.5,New York,PQI_03,Diabetes Long-Term Complications,128.99,130.39
2013,4.5,New York,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,476.91,504.88
2013,4.5,New York,PQI_07,Hypertension,72.39,65.4
2013,4.5,New York,PQI_08,Heart Failure,239.64,294.09
2013,4.5,New York,PQI_10,Dehydration,112.33,94.35
2013,4.5,New York,PQI_11,Bacterial Pneumonia,183.48,200.66
2013,4.5,New York,PQI_12,Urinary Tract Infection,146.81,147.14
2013,4.5,New York,PQI_13,Angina Without Procedure,13.02,16.77
2013,4.5,New York,PQI_14,Uncontrolled Diabetes,18.41,21.5
2013,4.5,New York,PQI_15,Asthma in Younger Adults,56.32,57.34
2013,4.5,New York,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,15.06,14.97
2013,4.5,New York,PQI_90,Prevention Quality Overall Composite,1264.48,1341.17
2013,4.5,New York,PQI_91,Prevention Quality Acute Composite,442.61,442.15
2013,4.5,New York,PQI_92,Prevention Quality Chronic Composite,821.86,899.03
2013,4.5,New York,PQI_96,Prevention Quality All Diabetes Composite,211.12,221.39
2013,4.5,New York,PQI_97,Prevention Quality All Circulatory Composite,325.05,376.25
2013,4.5,New York,PQI_98,Prevention Quality All Respiratory Composite,285.69,301.41
2013,4.5,Niagara,PQI_01,Diabetes Short-Term Complications,82.71,53.25
2013,4.5,Niagara,PQI_03,Diabetes Long-Term Complications,131.4,114.3
2013,4.5,Niagara,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,443.65,429.11
